name,place,osm_type,Latitude,Longitude,
,hamlet,nodes,20.73084890000,-75.56581970000,12/16/2016
Arroyo Blanco,hamlet,nodes,20.66079440000,-75.58400230000,12/16/2016
Carenerito,hamlet,nodes,20.72841510000,-75.46772440000,12/16/2016
Doncella,hamlet,nodes,20.72350570000,-75.43967340000,12/16/2016
Playa Barrederas,hamlet,nodes,20.73354050000,-75.39572860000,12/16/2016
El Palmar,hamlet,nodes,20.71394670000,-75.37969560000,12/16/2016
Garriga,hamlet,nodes,20.69852170000,-75.42493010000,12/16/2016
Sabana,hamlet,nodes,20.69973630000,-75.39639610000,12/16/2016
Boca de T?ínamo,hamlet,nodes,20.70999740000,-75.32496390000,12/16/2016
Punta Gorda,hamlet,nodes,20.67793480000,-75.33681440000,12/16/2016
Playa Tanamo,hamlet,nodes,20.67157240000,-75.35527750000,12/16/2016
Collazo Dos,hamlet,nodes,20.64599370000,-75.32885160000,12/16/2016
El Parnaso,hamlet,nodes,20.92480620000,-76.96354510000,12/16/2016
El Desv?¡o,hamlet,nodes,20.93502140000,-76.92371840000,12/16/2016
Club Familiar,hamlet,nodes,20.93054590000,-76.91423660000,12/16/2016
,hamlet,nodes,20.92697160000,-77.45438210000,12/16/2016
,hamlet,nodes,20.90816150000,-77.44229700000,12/16/2016
,hamlet,nodes,20.90429600000,-77.44864600000,12/16/2016
El Dos de Monte Fres,hamlet,nodes,20.90059110000,-77.36486300000,12/16/2016
La Zorra,hamlet,nodes,20.92022220000,-77.34430010000,12/16/2016
,hamlet,nodes,20.92141280000,-77.35463880000,12/16/2016
Las Conchitas,hamlet,nodes,20.93650640000,-77.33834020000,12/16/2016
,hamlet,nodes,20.93069700000,-77.33185690000,12/16/2016
Dos Hermanos,hamlet,nodes,20.91498090000,-77.32904910000,12/16/2016
La Larga,hamlet,nodes,20.92932920000,-76.92987360000,12/16/2016
Moa,city,nodes,20.65595930000,-74.94304940000,12/16/2016
La Veguita,hamlet,nodes,20.62899890000,-74.92158650000,12/16/2016
Barranca,hamlet,nodes,20.39770190000,-76.01595160000,12/16/2016
,hamlet,nodes,20.51157490000,-76.04739520000,12/16/2016
San Felipe Thompson,hamlet,nodes,20.41100800000,-75.99690790000,12/16/2016
,hamlet,nodes,20.45675950000,-76.05663970000,12/16/2016
,hamlet,nodes,20.48550700000,-76.11837210000,12/16/2016
La Ceiba,hamlet,nodes,20.49911290000,-76.11622570000,12/16/2016
Cauto Pedregalon,hamlet,nodes,20.49658560000,-76.22330100000,12/16/2016
Cauto Traves?¡a,hamlet,nodes,20.49295430000,-76.22480300000,12/16/2016
Cauto Tres,hamlet,nodes,20.52352630000,-76.21435830000,12/16/2016
El Quince,hamlet,nodes,20.41758980000,-75.93734850000,12/16/2016
El Cuarenta y Tres,hamlet,nodes,20.42336120000,-75.95790790000,12/16/2016
Marcan?? Uno,hamlet,nodes,20.56125780000,-75.95432280000,12/16/2016
Duany 5,hamlet,nodes,20.53035510000,-75.96282010000,12/16/2016
Municiones,hamlet,nodes,20.49071400000,-75.94479500000,12/16/2016
Cajimaya,hamlet,nodes,20.66336090000,-75.61113600000,12/16/2016
Castillito,hamlet,nodes,20.66087570000,-75.65820010000,12/16/2016
Guerrita,hamlet,nodes,20.65787500000,-75.64709490000,12/16/2016
El Pil??n,hamlet,nodes,20.65355080000,-75.63566000000,12/16/2016
,hamlet,nodes,20.64095850000,-75.64699320000,12/16/2016
,hamlet,nodes,20.68778110000,-75.64501690000,12/16/2016
Los Guayos,hamlet,nodes,20.68896540000,-75.63991000000,12/16/2016
El Solivano,hamlet,nodes,20.65640220000,-75.56498170000,12/16/2016
Los Cocos,hamlet,nodes,20.66229090000,-75.57443620000,12/16/2016
Granadillo,hamlet,nodes,20.62556720000,-75.65985310000,12/16/2016
Guayabo Atr?ís,hamlet,nodes,20.61560390000,-75.66241430000,12/16/2016
Colunga,hamlet,nodes,20.49304450000,-75.61927200000,12/16/2016
Yaguas?¡,hamlet,nodes,20.45804460000,-75.58410450000,12/16/2016
Los Caroes,hamlet,nodes,20.43931040000,-75.57292190000,12/16/2016
Manga,hamlet,nodes,20.42888340000,-75.57835160000,12/16/2016
Las Llanadas,hamlet,nodes,20.41161570000,-75.65115030000,12/16/2016
El Manzano,hamlet,nodes,20.40062840000,-75.62594530000,12/16/2016
El Aj?¡,hamlet,nodes,20.40529910000,-75.73418030000,12/16/2016
,hamlet,nodes,20.40815490000,-75.73861130000,12/16/2016
,hamlet,nodes,20.41338360000,-75.73740970000,12/16/2016
Juan Mulato,hamlet,nodes,20.40965810000,-75.70962200000,12/16/2016
,hamlet,nodes,20.44954240000,-75.70617800000,12/16/2016
,hamlet,nodes,20.45371440000,-75.68013130000,12/16/2016
Cuevas de Arroyo Seco,hamlet,nodes,20.49073310000,-75.66258430000,12/16/2016
,hamlet,nodes,20.48498240000,-75.68342650000,12/16/2016
El Arp??n,hamlet,nodes,20.36235660000,-75.62601820000,12/16/2016
Amaro Uno,hamlet,nodes,20.38765330000,-75.54502150000,12/16/2016
Los Lazos,hamlet,nodes,20.42229110000,-75.56840650000,12/16/2016
Cruz Alta,hamlet,nodes,20.34477190000,-76.43161440000,12/16/2016
La Vega,hamlet,nodes,20.35193980000,-76.41479080000,12/16/2016
El Cucan,hamlet,nodes,20.34782670000,-76.39910650000,12/16/2016
El Granizo,hamlet,nodes,20.33694040000,-76.38910550000,12/16/2016
Jiguan?¡ Arriba,hamlet,nodes,20.33898770000,-76.41251050000,12/16/2016
La Salada,hamlet,nodes,20.31842460000,-76.36844520000,12/16/2016
,hamlet,nodes,20.35322260000,-76.35401490000,12/16/2016
,hamlet,nodes,20.35792600000,-76.43694010000,12/16/2016
Ca??a Brava,hamlet,nodes,20.08980380000,-76.75840130000,12/16/2016
La Estrella,hamlet,nodes,20.11536370000,-76.75551820000,12/16/2016
La Otilla,hamlet,nodes,20.15635740000,-76.75078040000,12/16/2016
Villa Blanca,hamlet,nodes,20.16350850000,-76.75970870000,12/16/2016
,hamlet,nodes,20.14840010000,-76.75227680000,12/16/2016
San Miguel,hamlet,nodes,20.14009590000,-76.75006420000,12/16/2016
,hamlet,nodes,20.13784370000,-76.73391970000,12/16/2016
Limones,hamlet,nodes,20.15435660000,-76.73185810000,12/16/2016
Severiana,hamlet,nodes,20.15954770000,-76.74313370000,12/16/2016
Pinar Quemado,hamlet,nodes,20.10102730000,-76.73170180000,12/16/2016
Cirug?¡a,hamlet,nodes,20.10159080000,-76.71577990000,12/16/2016
El Manguito,hamlet,nodes,20.05142320000,-76.68606450000,12/16/2016
Caunao,hamlet,nodes,20.28586930000,-76.82354890000,12/16/2016
,hamlet,nodes,20.13427410000,-76.76361190000,12/16/2016
,hamlet,nodes,20.14061620000,-76.75714380000,12/16/2016
,hamlet,nodes,20.14854650000,-76.73081830000,12/16/2016
San Rafael,hamlet,nodes,20.18022930000,-76.72570910000,12/16/2016
Palmarito,hamlet,nodes,20.19470860000,-77.03648390000,12/16/2016
,hamlet,nodes,20.16868330000,-77.03420190000,12/16/2016
San Vicente,hamlet,nodes,20.15092300000,-77.04152190000,12/16/2016
Panam?í,hamlet,nodes,20.05737000000,-77.12450220000,12/16/2016
Brazo del Mango,hamlet,nodes,20.04314470000,-77.11984840000,12/16/2016
,hamlet,nodes,20.03661370000,-77.11435540000,12/16/2016
Las Malangas,hamlet,nodes,20.03330440000,-77.11786560000,12/16/2016
Guamo,hamlet,nodes,20.03014940000,-77.10906850000,12/16/2016
,hamlet,nodes,20.17508320000,-77.06706180000,12/16/2016
,hamlet,nodes,20.17506900000,-77.03151270000,12/16/2016
Rancho de Gu?í,hamlet,nodes,20.01777250000,-77.11307440000,12/16/2016
Corojito,hamlet,nodes,20.02645470000,-77.11956090000,12/16/2016
La Curva,hamlet,nodes,20.10892050000,-77.05266230000,12/16/2016
Salvadera,hamlet,nodes,20.31857890000,-76.01107080000,12/16/2016
Tinajita,hamlet,nodes,20.34274580000,-76.00028520000,12/16/2016
Tinaja,hamlet,nodes,20.35356930000,-76.00971970000,12/16/2016
El Junco,hamlet,nodes,20.36032470000,-75.99093170000,12/16/2016
Niguabo 3,hamlet,nodes,20.29581850000,-76.02472250000,12/16/2016
Niguabo,hamlet,nodes,20.30423760000,-76.01922170000,12/16/2016
Mayito,hamlet,nodes,20.31668210000,-76.03496630000,12/16/2016
Arroyo Hondo,hamlet,nodes,20.34922300000,-76.45163170000,12/16/2016
El Jardin,hamlet,nodes,20.48633920000,-76.44649300000,12/16/2016
La Victoria,hamlet,nodes,20.50213850000,-76.47216490000,12/16/2016
Ingenio Viejo,hamlet,nodes,20.56074180000,-76.40734360000,12/16/2016
Los Corojos,hamlet,nodes,20.55402500000,-76.42508270000,12/16/2016
El Recreo,hamlet,nodes,20.60011960000,-76.45094190000,12/16/2016
Viet Nam,hamlet,nodes,20.59969920000,-76.39711430000,12/16/2016
Cebadero 5,hamlet,nodes,20.56406250000,-76.40067510000,12/16/2016
La Cuba,hamlet,nodes,20.58372440000,-76.32849300000,12/16/2016
,hamlet,nodes,20.51858860000,-76.27253170000,12/16/2016
,hamlet,nodes,20.56672990000,-76.55946930000,12/16/2016
,hamlet,nodes,20.53910620000,-76.31292700000,12/16/2016
Las Espinas,hamlet,nodes,20.58473110000,-76.57361540000,12/16/2016
Pest?ín,hamlet,nodes,20.55325970000,-76.44927590000,12/16/2016
Algodones,hamlet,nodes,20.56467190000,-76.26919420000,12/16/2016
Palmarito,hamlet,nodes,20.05482620000,-75.51387950000,12/16/2016
El Desierto,hamlet,nodes,20.03093740000,-75.61823120000,12/16/2016
La Tontina,hamlet,nodes,20.04041550000,-75.47030290000,12/16/2016
Maca Abajo,hamlet,nodes,20.04739490000,-75.38473770000,12/16/2016
Filipinas,hamlet,nodes,20.02786650000,-75.39455900000,12/16/2016
Oquendo,hamlet,nodes,20.06956650000,-74.80436330000,12/16/2016
,hamlet,nodes,20.05575410000,-74.84692430000,12/16/2016
La Chivera,hamlet,nodes,20.05465130000,-74.60757500000,12/16/2016
El Salado,hamlet,nodes,20.07334550000,-74.64953540000,12/16/2016
El Posango,hamlet,nodes,20.09799450000,-74.68001870000,12/16/2016
Macambo,hamlet,nodes,20.05285450000,-74.72856430000,12/16/2016
La Begonia,hamlet,nodes,20.04584110000,-75.74822880000,12/16/2016
Zacatecas,hamlet,nodes,20.06053090000,-75.73679040000,12/16/2016
El Tabl??n,hamlet,nodes,20.14414210000,-75.86289300000,12/16/2016
,hamlet,nodes,20.01263220000,-77.19831480000,12/16/2016
,hamlet,nodes,20.00933990000,-77.17731130000,12/16/2016
Miguel S?ínchez,hamlet,nodes,20.01495040000,-77.14990290000,12/16/2016
,hamlet,nodes,20.01746610000,-77.17334590000,12/16/2016
Punta Mal A??o,hamlet,nodes,19.91870850000,-74.99546990000,12/16/2016
Carlos Verga,hamlet,nodes,20.00067910000,-75.20601510000,12/16/2016
Casibacoa,hamlet,nodes,20.47122470000,-76.67139530000,12/16/2016
Flora,hamlet,nodes,20.49390250000,-76.67899770000,12/16/2016
Santa Mar?¡a de las Mangas,hamlet,nodes,20.44606430000,-76.68135160000,12/16/2016
La Pitucha,hamlet,nodes,20.46272110000,-76.68070790000,12/16/2016
El Chungo,hamlet,nodes,20.43550830000,-76.69703720000,12/16/2016
San Rafael,hamlet,nodes,20.38490640000,-76.72506650000,12/16/2016
Las Mar?¡as,hamlet,nodes,20.38294760000,-76.74653200000,12/16/2016
Pozo Cuadrado,hamlet,nodes,20.39016600000,-76.69289150000,12/16/2016
Boquer??n,hamlet,nodes,20.37737740000,-76.68753150000,12/16/2016
Blaquizal,hamlet,nodes,20.45202460000,-76.77213050000,12/16/2016
Casimiro,hamlet,nodes,20.48799760000,-76.76232260000,12/16/2016
La Gabina,hamlet,nodes,20.50769730000,-76.80315320000,12/16/2016
Caureje,hamlet,nodes,20.46422730000,-76.69678250000,12/16/2016
Correa Arriba,hamlet,nodes,20.23250690000,-76.62574100000,12/16/2016
Macanac??,hamlet,nodes,20.20082130000,-76.62070830000,12/16/2016
,hamlet,nodes,20.30680670000,-76.39970880000,12/16/2016
La Rinconada,hamlet,nodes,20.31103980000,-76.40400450000,12/16/2016
El Cencerro,hamlet,nodes,20.31560120000,-76.45651930000,12/16/2016
Las Cabezas,hamlet,nodes,20.31798220000,-76.43430250000,12/16/2016
,hamlet,nodes,20.18423310000,-76.60103410000,12/16/2016
Pino del Agua Arriba,hamlet,nodes,20.07368450000,-76.60979920000,12/16/2016
El Oro de Guisa,hamlet,nodes,20.09708850000,-76.61503120000,12/16/2016
,hamlet,nodes,20.11189730000,-76.59693200000,12/16/2016
El Codillo,hamlet,nodes,20.02705900000,-76.42834550000,12/16/2016
,hamlet,nodes,20.66307390000,-76.63438080000,12/16/2016
Padierne,hamlet,nodes,20.80011010000,-76.68511750000,12/16/2016
El Cobrero,hamlet,nodes,20.65645170000,-76.63212860000,12/16/2016
Ravelo,hamlet,nodes,20.30247300000,-76.85833270000,12/16/2016
Macuto 1,hamlet,nodes,20.31135900000,-76.88716620000,12/16/2016
Macuto,hamlet,nodes,20.30670060000,-76.88138880000,12/16/2016
Santa Rita,hamlet,nodes,20.31423350000,-76.91878520000,12/16/2016
La Herradura,hamlet,nodes,20.33843020000,-76.92206390000,12/16/2016
,hamlet,nodes,20.36871320000,-76.94031650000,12/16/2016
Malac??,hamlet,nodes,20.41111840000,-76.87515030000,12/16/2016
La Jagua,hamlet,nodes,20.37871910000,-76.91791980000,12/16/2016
San Felipe,hamlet,nodes,20.41083170000,-76.78679920000,12/16/2016
Buey,hamlet,nodes,20.29250680000,-76.83955900000,12/16/2016
Cabezada,hamlet,nodes,20.35024310000,-76.86334850000,12/16/2016
Saramaguall??n,hamlet,nodes,20.39162830000,-76.91455190000,12/16/2016
Corralito,hamlet,nodes,20.39641290000,-76.90261030000,12/16/2016
La Sombrilla,hamlet,nodes,20.30705420000,-76.82244190000,12/16/2016
Repel??n,hamlet,nodes,20.30736190000,-76.87275410000,12/16/2016
Camagueycito,hamlet,nodes,20.72042540000,-77.06402210000,12/16/2016
,hamlet,nodes,20.60433150000,-77.05716100000,12/16/2016
Resoluci??n,hamlet,nodes,20.08366240000,-76.10088040000,12/16/2016
,hamlet,nodes,20.08717790000,-76.08036640000,12/16/2016
,hamlet,nodes,20.06486370000,-76.09224370000,12/16/2016
,hamlet,nodes,20.11112040000,-76.08817820000,12/16/2016
,hamlet,nodes,20.10768990000,-76.07570080000,12/16/2016
,hamlet,nodes,20.09853980000,-76.10400710000,12/16/2016
La Candelaria,hamlet,nodes,20.10942500000,-76.14341220000,12/16/2016
,hamlet,nodes,20.10503040000,-76.16251620000,12/16/2016
,hamlet,nodes,20.09441470000,-76.17167320000,12/16/2016
,hamlet,nodes,20.10593030000,-76.15233000000,12/16/2016
El Macucho,hamlet,nodes,20.09269920000,-76.14760140000,12/16/2016
La Guadalupe,hamlet,nodes,20.07342950000,-76.12775620000,12/16/2016
,hamlet,nodes,20.13462770000,-76.29518620000,12/16/2016
,hamlet,nodes,20.62703600000,-76.80247160000,12/16/2016
El Salvial,hamlet,nodes,20.65671910000,-76.65195950000,12/16/2016
,hamlet,nodes,20.62424400000,-76.68104400000,12/16/2016
,hamlet,nodes,20.61630730000,-76.71263070000,12/16/2016
Los Cayos,hamlet,nodes,20.59628980000,-76.73785340000,12/16/2016
Los Guayitos,hamlet,nodes,20.60258400000,-76.84134880000,12/16/2016
Cauto el Paso,hamlet,nodes,20.58389180000,-76.76426770000,12/16/2016
Cuatro Vientos,hamlet,nodes,20.54662300000,-76.75997590000,12/16/2016
El Naranjo,hamlet,nodes,20.51848450000,-76.79665260000,12/16/2016
San Joaqu?¡n,hamlet,nodes,20.52121040000,-76.78379360000,12/16/2016
Aurora Dos,hamlet,nodes,20.15466670000,-77.02224970000,12/16/2016
,hamlet,nodes,20.13371990000,-77.00450240000,12/16/2016
Aurora Uno,hamlet,nodes,20.12460940000,-77.01480390000,12/16/2016
,hamlet,nodes,20.09100840000,-76.94334940000,12/16/2016
,hamlet,nodes,22.67984660000,-81.01518990000,12/16/2016
Altamisal,hamlet,nodes,22.80979700000,-80.97740470000,12/16/2016
,hamlet,nodes,22.48115460000,-81.02174520000,12/16/2016
La Enriqueta,hamlet,nodes,22.85260740000,-81.02103710000,12/16/2016
Santo Tomas,hamlet,nodes,22.40628190000,-81.44506860000,12/16/2016
San Rafael,hamlet,nodes,22.29233620000,-80.89242210000,12/16/2016
,hamlet,nodes,22.81206590000,-80.34912230000,12/16/2016
El Roble,hamlet,nodes,22.03270600000,-80.34807150000,12/16/2016
Quesada,hamlet,nodes,22.09753710000,-80.34572880000,12/16/2016
Vega Vieja,hamlet,nodes,22.07184420000,-80.32399400000,12/16/2016
Gordo,hamlet,nodes,22.07005410000,-80.30254380000,12/16/2016
Ambuila,hamlet,nodes,21.96665380000,-80.32296600000,12/16/2016
Gavil?ín,hamlet,nodes,21.97853800000,-80.31935530000,12/16/2016
Guajimico,hamlet,nodes,21.93202320000,-80.29909900000,12/16/2016
El Negrito,hamlet,nodes,22.04906790000,-80.28930580000,12/16/2016
,hamlet,nodes,22.08014710000,-80.31460740000,12/16/2016
,hamlet,nodes,21.92576330000,-80.28694540000,12/16/2016
Laberinto,hamlet,nodes,22.27150140000,-80.58951960000,12/16/2016
Cieneguita,hamlet,nodes,22.27258690000,-80.61129960000,12/16/2016
El Piojo,hamlet,nodes,22.19249130000,-80.47309400000,12/16/2016
Portilla,hamlet,nodes,22.22825710000,-80.47179530000,12/16/2016
La Yuca,hamlet,nodes,22.15677150000,-80.59223460000,12/16/2016
Fructuoso Rodr?¡guez,hamlet,nodes,22.22251650000,-80.44913600000,12/16/2016
,hamlet,nodes,22.69372460000,-80.36921740000,12/16/2016
Cienfuegos,city,nodes,22.14598640000,-80.45307750000,12/16/2016
Arimao,hamlet,nodes,22.06821720000,-80.40077790000,12/16/2016
Pasacaballos,hamlet,nodes,22.06496740000,-80.45845450000,12/16/2016
El Junco,hamlet,nodes,22.12103510000,-80.37843040000,12/16/2016
La Cubana,hamlet,nodes,22.81089470000,-80.28495770000,12/16/2016
,hamlet,nodes,22.86416440000,-80.31098670000,12/16/2016
El Pi????n,hamlet,nodes,22.81955370000,-80.30540740000,12/16/2016
Sur?¡ Primera,hamlet,nodes,22.76607780000,-80.34056480000,12/16/2016
El Naranjo,hamlet,nodes,22.37130630000,-80.34238060000,12/16/2016
Espinal,hamlet,nodes,22.66580750000,-80.33135500000,12/16/2016
La Luisa,hamlet,nodes,22.80291930000,-80.33714110000,12/16/2016
,hamlet,nodes,22.51763140000,-80.44616460000,12/16/2016
Malezas,hamlet,nodes,22.52670400000,-80.47084190000,12/16/2016
La Boruga,hamlet,nodes,22.36348810000,-80.38083270000,12/16/2016
La Lolita,hamlet,nodes,22.37392960000,-80.49175560000,12/16/2016
Tres Picos,hamlet,nodes,22.39120710000,-80.44657550000,12/16/2016
El Rosario,hamlet,nodes,22.41414010000,-80.46054800000,12/16/2016
San Antonio,hamlet,nodes,22.41078130000,-80.43744400000,12/16/2016
Manacas,hamlet,nodes,22.42914320000,-80.38279820000,12/16/2016
Santa Rosa,hamlet,nodes,22.40390400000,-80.38615420000,12/16/2016
La Ciruela,hamlet,nodes,22.46824490000,-80.44609140000,12/16/2016
Lequeito,hamlet,nodes,22.46151830000,-80.49520210000,12/16/2016
Soledad,hamlet,nodes,22.49063390000,-80.43820080000,12/16/2016
GuanoCana,hamlet,nodes,22.45925790000,-80.52006640000,12/16/2016
San Lino,hamlet,nodes,22.39563130000,-80.55163580000,12/16/2016
Tanteo,hamlet,nodes,22.33926680000,-80.52428010000,12/16/2016
La Amalia,hamlet,nodes,22.37962300000,-80.37612680000,12/16/2016
El Junco,hamlet,nodes,22.39653910000,-80.46863330000,12/16/2016
Jabacoa,hamlet,nodes,22.37697700000,-80.60546050000,12/16/2016
Paso Lado,hamlet,nodes,22.45456120000,-80.32444200000,12/16/2016
Yumur?¡,hamlet,nodes,22.44443990000,-80.29227550000,12/16/2016
Bola??os,hamlet,nodes,23.05690030000,-80.77771250000,12/16/2016
Nueve Caballer?¡as,hamlet,nodes,23.03253630000,-80.77341050000,12/16/2016
Valdivieso,hamlet,nodes,23.04499620000,-80.77566290000,12/16/2016
La Caridad,hamlet,nodes,22.91824570000,-80.41169110000,12/16/2016
San Rafael,hamlet,nodes,22.92944950000,-80.43585080000,12/16/2016
San Vicente,hamlet,nodes,22.94498930000,-80.47008180000,12/16/2016
Tri?íngulo,hamlet,nodes,22.70386960000,-80.46646480000,12/16/2016
Jiquiabo,hamlet,nodes,22.68941880000,-80.39717680000,12/16/2016
Cuba Libre,hamlet,nodes,22.65570030000,-80.48725610000,12/16/2016
Salvadora,hamlet,nodes,22.74227400000,-80.39721750000,12/16/2016
Jiqu?¡,hamlet,nodes,22.72407900000,-80.43671250000,12/16/2016
Los Mangos,hamlet,nodes,22.62253040000,-80.68324740000,12/16/2016
Mangal,hamlet,nodes,22.65260340000,-80.74568890000,12/16/2016
Arroyo Arenas,hamlet,nodes,22.39230350000,-80.74190850000,12/16/2016
Esles de Venero,hamlet,nodes,22.41007320000,-80.73058450000,12/16/2016
Asiento de Venero,hamlet,nodes,22.42567300000,-80.71934380000,12/16/2016
El Uno,hamlet,nodes,22.42270700000,-80.82216840000,12/16/2016
Desquite,hamlet,nodes,22.39397770000,-80.80602910000,12/16/2016
Alcalde Mayor,hamlet,nodes,22.26994340000,-80.67261760000,12/16/2016
,hamlet,nodes,22.69946540000,-80.36306980000,12/16/2016
Ceiba Hueca,hamlet,nodes,22.37116740000,-80.35662850000,12/16/2016
Maraboto,hamlet,nodes,22.31646680000,-80.36589750000,12/16/2016
Filipinas,hamlet,nodes,22.66898670000,-80.37744640000,12/16/2016
Enriqueta,hamlet,nodes,22.81404440000,-80.37831190000,12/16/2016
El Cedro,hamlet,nodes,22.82463610000,-80.37248000000,12/16/2016
Cardonal,hamlet,nodes,20.06619040000,-74.78375290000,12/16/2016
Playa Yacabo,hamlet,nodes,20.05406400000,-74.69127680000,12/16/2016
Yacabo Abajo,hamlet,nodes,20.06128050000,-74.69105020000,12/16/2016
La Matilde,hamlet,nodes,23.14106060000,-81.80775090000,12/16/2016
Picadura,hamlet,nodes,23.02766830000,-81.80347130000,12/16/2016
La Antonia,hamlet,nodes,23.00400530000,-81.82614060000,12/16/2016
Valencia,hamlet,nodes,23.00205140000,-81.86011790000,12/16/2016
Reloj,hamlet,nodes,23.00505360000,-81.87415130000,12/16/2016
La Luisa,hamlet,nodes,23.01991550000,-81.86950570000,12/16/2016
Curva Sosa,hamlet,nodes,23.02465390000,-81.84946620000,12/16/2016
Armenteros,hamlet,nodes,23.00398710000,-81.88816310000,12/16/2016
Puerto Escondido,hamlet,nodes,23.14204380000,-81.72509910000,12/16/2016
Figueras,hamlet,nodes,23.13673200000,-81.69004280000,12/16/2016
Bacunayagua,hamlet,nodes,23.14350140000,-81.67516300000,12/16/2016
San Agust?¡n,hamlet,nodes,23.00222250000,-81.68702030000,12/16/2016
San Adrian,hamlet,nodes,23.08953570000,-81.70794100000,12/16/2016
Piedra Alta,hamlet,nodes,23.16091100000,-81.98536420000,12/16/2016
Manresa,hamlet,nodes,23.02047840000,-81.96805000000,12/16/2016
Barroso,hamlet,nodes,23.00467830000,-81.99172850000,12/16/2016
Los Pinos,hamlet,nodes,23.03997550000,-81.98069210000,12/16/2016
El Carmen,hamlet,nodes,23.03512340000,-81.96632440000,12/16/2016
Vista Alegre,hamlet,nodes,23.06221040000,-81.97570790000,12/16/2016
Loma Redonda,hamlet,nodes,23.12547790000,-81.99587720000,12/16/2016
R?¡o Blanco,hamlet,nodes,23.12560090000,-81.96903080000,12/16/2016
Jiquiabo,hamlet,nodes,23.12424600000,-82.00118650000,12/16/2016
Cocuyo,hamlet,nodes,22.70896070000,-82.03763170000,12/16/2016
El Conde,hamlet,nodes,23.08757220000,-81.95635730000,12/16/2016
Paula,hamlet,nodes,23.12184800000,-81.91942070000,12/16/2016
Loma de Travieso,hamlet,nodes,23.10772290000,-81.94990670000,12/16/2016
Las Mercedes,hamlet,nodes,23.09806920000,-81.95393620000,12/16/2016
El F??nix,hamlet,nodes,23.00107120000,-81.93425410000,12/16/2016
El Cafetal,hamlet,nodes,23.00720150000,-81.93605120000,12/16/2016
La Caridad,hamlet,nodes,23.06684080000,-81.94035890000,12/16/2016
Cadet,hamlet,nodes,23.11327890000,-81.76923510000,12/16/2016
Loma Naranjo,hamlet,nodes,23.10475810000,-81.78908180000,12/16/2016
Bolois,hamlet,nodes,23.09192870000,-81.76477580000,12/16/2016
Facenda,hamlet,nodes,23.05805520000,-81.76743150000,12/16/2016
Camarones,hamlet,nodes,23.05198710000,-81.79056240000,12/16/2016
Boca de Canas?¡,hamlet,nodes,23.14026640000,-81.78135610000,12/16/2016
Jumagua,hamlet,nodes,22.80598280000,-80.12445880000,12/16/2016
El Este,hamlet,nodes,19.95379670000,-77.61653250000,12/16/2016
Marea de Limones,hamlet,nodes,19.97237740000,-77.62673880000,12/16/2016
Blanquizal,hamlet,nodes,21.05186600000,-78.19975230000,12/16/2016
Los Sitos,hamlet,nodes,21.07051380000,-78.16336700000,12/16/2016
,hamlet,nodes,20.97079290000,-78.16997480000,12/16/2016
Ojo de Agua,hamlet,nodes,21.05043070000,-78.03311950000,12/16/2016
El Ram??n,hamlet,nodes,21.05966360000,-78.03513210000,12/16/2016
Los Cojitos,hamlet,nodes,21.10276120000,-77.89500670000,12/16/2016
San Rafael,hamlet,nodes,21.09747420000,-77.89709780000,12/16/2016
Cuatro Esquinas,hamlet,nodes,21.01611650000,-78.00597990000,12/16/2016
La Deseada,hamlet,nodes,21.02473190000,-77.94022520000,12/16/2016
Olema,hamlet,nodes,20.80545410000,-77.66012240000,12/16/2016
El Frasco,hamlet,nodes,22.66205860000,-80.08882900000,12/16/2016
San Rafael,hamlet,nodes,22.60548600000,-80.10659640000,12/16/2016
La Juanita,hamlet,nodes,22.61694410000,-80.09578740000,12/16/2016
Rafaelito,hamlet,nodes,22.57743560000,-80.10020790000,12/16/2016
Las Mercedes,hamlet,nodes,22.56449340000,-80.09084940000,12/16/2016
Cairije,hamlet,nodes,21.60322330000,-77.65255910000,12/16/2016
,hamlet,nodes,21.47845110000,-78.12958540000,12/16/2016
La Junta,hamlet,nodes,21.79610480000,-77.95332810000,12/16/2016
Pueblo Nuevo,hamlet,nodes,21.78743520000,-78.05670080000,12/16/2016
San Rafael,hamlet,nodes,21.78092220000,-78.10690130000,12/16/2016
El Camalote,hamlet,nodes,21.27863750000,-77.69048550000,12/16/2016
La Oliva,hamlet,nodes,21.45966450000,-78.49720440000,12/16/2016
Las Animas,hamlet,nodes,21.39742470000,-77.57095230000,12/16/2016
Antonio Su?írez Dom?¡nguez,hamlet,nodes,21.45667390000,-77.69728740000,12/16/2016
Guadalupe,hamlet,nodes,22.42168250000,-79.60325880000,12/16/2016
,hamlet,nodes,21.39456160000,-78.04504660000,12/16/2016
,hamlet,nodes,21.39951670000,-78.06685150000,12/16/2016
,hamlet,nodes,21.39619470000,-78.06774350000,12/16/2016
La Bibijagua,hamlet,nodes,21.32003670000,-78.00409790000,12/16/2016
Los Cocos,hamlet,nodes,21.23122230000,-78.33180360000,12/16/2016
Palmarito Dos,hamlet,nodes,21.30957210000,-78.23138730000,12/16/2016
Pararrayo,hamlet,nodes,22.44339090000,-80.01394210000,12/16/2016
Los Mameyes,hamlet,nodes,22.44569580000,-79.97633460000,12/16/2016
El Porvenir,hamlet,nodes,21.35094170000,-78.23157080000,12/16/2016
Altamira,hamlet,nodes,21.23908410000,-78.36758670000,12/16/2016
Santa Rosa,hamlet,nodes,21.21697060000,-77.91100380000,12/16/2016
